Time,Frequency,V1,V12,V2,V23,V3,V31,I1,I2,I3,L1,L2,L3,Ln,R1,R2,R3,KA,KA1,KA2,KA3,KT,KT1,KT2,KT3,KV,KV1,KV2,KV3,A12,A23,A31,Q1,Q2,Q3,THDC1,THDC2,THDC3,THDP1,THDP2,THDP3,THDV1,THDV2,THDV3
12-46-15pm,50.026,243.5228,422.0828,243.5786,420.6427,242.0128,420.1389,0.070295,0.061283,0.059271,0.070895,0.06185,0.009822,0.0,-0.009196,-0.008355,-0.008653,0.046825,0.017263999999999998,0.015064999999999999,0.014496,0.046415,0.017126,0.014938,0.014350000000000002,7.281705e-32,-0.002239,-0.002035,-0.002094,120.3241,119.8407,119.8407,-0.991,-0.99,-0.989,2.18,1.72,3.05,3.75,2.87,0.04,0.011890999999999999,26.0,1.82
12-46-24pm,50.031,243.5508,423.069,243.8319,419.3172,240.7878,418.8476,0.070268,0.061276,0.059111,0.070863,0.061846,0.0097,0.0,-0.009169,-0.00837,-0.008577,0.046720000000000005,0.017258,0.015080000000000001,0.014381999999999999,0.046313,0.017121,0.014952,0.014239,-0.006339,-0.0022329999999999997,-0.002041,-0.002065,120.6757,119.61,119.7198,-0.991,-0.99,-0.989,2.26,1.74,3.11,3.94,2.95,0.04,0.011890999999999999,26.0,1.79
12-46-31pm,50.033,243.3603,424.5056,244.2452,417.758,239.0227,416.3026,0.070268,0.061361,0.058845999999999996,0.07085799999999999,0.061931,0.009583999999999999,0.0,-0.009129,-0.008383999999999999,-0.008516,0.046569,0.017241,0.015125999999999999,0.014202,0.046182,0.017107999999999998,0.015,0.014072,-0.006307999999999999,-0.002221,-0.00205,-0.002039,121.3788,119.3463,119.2804,-0.991,-0.99,-0.989,2.45,1.8399999999999999,3.17,4.37,3.25,0.04,0.011890999999999999,26.0,1.8599999999999999
12-46-40pm,50.032,243.1816,424.2566,244.134,417.782,239.0063,415.9953,0.070183,0.061362999999999994,0.058835,0.07077499999999999,0.061931,0.009505999999999999,0.0,-0.009141,-0.008371,-0.008556,0.046540000000000005,0.017211,0.015118999999999999,0.014209,0.046138,0.017075,0.014993999999999999,0.014069,-0.006311,-0.0022229999999999997,-0.002043,-0.002045,121.2689,119.4891,119.2474,-0.991,-0.99,-0.989,2.49,1.85,3.17,4.25,3.2,0.04,0.011890999999999999,26.0,1.85
12-46-47pm,50.035,243.2302,423.7507,244.1726,418.8899,239.2591,415.982,0.070197,0.061380000000000004,0.05888,0.070779,0.061947999999999996,0.009892,0.0,-0.009063,-0.008374,-0.00854,0.046576,0.017214999999999998,0.015125999999999999,0.014235,0.046178,0.017082999999999997,0.015,0.014093999999999999,-0.006292,-0.002204,-0.002044,-0.002043,120.9888,119.9011,119.1156,-0.991,-0.99,-0.989,2.48,1.8399999999999999,3.3,4.28,3.23,0.05,0.011890999999999999,26.0,1.97
12-46-53pm,50.027,243.2323,423.9545,244.4073,418.8932,239.2016,416.0894,0.070196,0.061397999999999994,0.058872999999999995,0.070785,0.061966999999999994,0.00983,0.0,-0.009112,-0.008383,-0.008546999999999999,0.046591999999999995,0.017217,0.015144999999999999,0.014230000000000001,0.046192,0.017082,0.01502,0.014088999999999999,-0.0063089999999999995,-0.002216,-0.002049,-0.002044,120.9888,119.8242,119.1925,-0.991,-0.99,-0.989,2.5300000000000002,1.8599999999999999,3.2800000000000002,4.4,3.24,0.05,0.011890999999999999,26.0,1.9500000000000002
12-47-01pm,50.028,243.1429,423.4285,244.4572,419.8592,239.8714,416.7379,0.070191,0.061402,0.059011999999999995,0.07077699999999999,0.061971,0.009923999999999999,0.0,-0.009085,-0.008378,-0.008553,0.04666000000000001,0.017207999999999998,0.015149,0.014303,0.046261,0.017075,0.015023,0.014162,-0.006307999999999999,-0.002209,-0.002048,-0.002051,120.7526,119.989,119.2639,-0.991,-0.99,-0.989,2.5,1.85,3.23,4.31,3.24,0.05,0.011890999999999999,26.0,1.92
12-47-15pm,50.031,243.5715,422.3566,243.6497,420.523,241.6101,419.495,0.070209,0.061292,0.059222,0.070792,0.061856999999999995,0.009788,0.0,-0.009061999999999999,-0.008336,-0.008661,0.046773999999999996,0.017242,0.015071,0.01446,0.046373,0.01711,0.014946999999999998,0.014315999999999999,-0.006331,-0.0022069999999999998,-0.002031,-0.002092,120.4065,119.9176,119.6814,-0.991,-0.99,-0.989,2.5,1.9100000000000001,3.2800000000000002,4.25,3.25,0.05,0.011890999999999999,26.0,1.98
12-47-21pm,50.037,243.603,423.6239,243.952,419.1391,240.4315,418.1519,0.07023599999999999,0.061327,0.05906,0.07082000000000001,0.061894,0.00961,0.0,-0.009078,-0.008357,-0.0086,0.046700000000000005,0.017252,0.015099,0.014348999999999999,0.046299,0.017117999999999998,0.014974,0.014207,7.278696e-32,-0.002211,-0.002038,-0.002067,120.8624,119.6265,119.5166,-0.991,-0.99,-0.989,2.48,1.9,3.24,4.26,3.26,0.05,0.011890999999999999,26.0,1.92
12-47-28pm,50.034,243.8484,423.2802,243.6683,419.3499,241.1433,419.4497,0.070315,0.061304,0.059192999999999996,0.0709,0.061873,0.009604999999999999,0.0,-0.009087,-0.008367,-0.008610000000000001,0.046787999999999996,0.017289,0.015075999999999999,0.014424,0.046387,0.017155,0.014950999999999999,0.014280999999999999,-0.006331,-0.002216,-0.002038,-0.0020759999999999997,120.7196,119.5496,119.7363,-0.991,-0.99,-0.989,2.47,1.85,3.3,4.28,3.23,0.05,0.011890999999999999,26.0,2.02
12-47-34pm,50.032,243.3342,420.2224,242.7557,421.1712,243.1762,421.7299,0.070173,0.061166,0.059479,0.070759,0.061729,0.009767,0.0,-0.009087,-0.008319,-0.008718,0.04682,0.017218,0.014985,0.014617999999999999,0.046417,0.017085,0.014861,0.014471,7.280286000000001e-32,-0.002211,-0.002019,-0.0021200000000000004,119.8627,119.9561,120.1868,-0.991,-0.99,-0.989,2.42,1.87,3.51,4.15,3.2800000000000002,0.05,0.011890999999999999,26.0,2.01
12-47-41pm,50.019,243.2055,420.7782,243.2574,421.4319,242.6936,420.7236,0.070161,0.06124,0.059352999999999996,0.070737,0.061807999999999995,0.009939,0.0,-0.009007,-0.008361,-0.008672,0.046794999999999996,0.017203,0.015035,0.014556999999999999,0.046394,0.017072,0.014910000000000001,0.014411,-0.0063289999999999996,-0.00219,-0.002033,-0.002104,119.9725,120.0659,119.967,-0.991,-0.99,-0.989,2.5,1.8599999999999999,3.39,4.29,3.25,0.05,0.011890999999999999,26.0,1.96
12-47-46pm,50.012,243.5071,420.1904,242.8693,421.9241,243.4298,421.9411,0.070223,0.061227,0.059496,0.07080299999999999,0.061787999999999996,0.009937999999999999,0.0,-0.009045,-0.008308,-0.008757,0.046884999999999996,0.017241,0.015005999999999999,0.014639,0.046483,0.017109,0.014882,0.014490000000000001,-0.006352,-0.002202,-0.0020169999999999997,-0.002131,119.7308,120.1593,120.1154,-0.991,-0.99,-0.989,2.44,1.8900000000000001,3.49,4.17,3.31,0.05,0.011890999999999999,26.0,2.02
12-47-54pm,50.014,243.3519,420.7498,243.1465,421.2353,242.5892,420.8288,0.070186,0.061224,0.059387999999999996,0.070767,0.061787999999999996,0.009911999999999999,0.0,-0.009046,-0.008327,-0.00868,0.046804,0.017221,0.015023,0.014560000000000002,0.046403,0.017089,0.014898999999999999,0.014414,-0.006332,-0.002201,-0.0020239999999999998,-0.002105,119.9451,120.0659,119.9945,-0.991,-0.99,-0.989,2.59,1.8599999999999999,3.4,4.26,3.24,0.05,0.011890999999999999,26.0,2.05
12-48-00pm,50.012,243.1939,419.1127,242.5249,422.1707,243.8735,422.3985,0.070232,0.061121999999999996,0.059553999999999996,0.070822,0.061688999999999994,0.010156,0.0,-0.009115999999999999,-0.008345,-0.008697,0.046861,0.017223,0.014960999999999999,0.014676999999999999,0.046457,0.01709,0.014835999999999998,0.014530000000000001,-0.006362,-0.002217,-0.0020239999999999998,-0.002121,119.4946,120.2362,120.2747,-0.991,-0.99,-0.989,2.45,1.8599999999999999,3.52,4.24,3.15,0.05,0.011890999999999999,26.0,2.07
12-48-10pm,50.017,243.6149,419.8072,242.4195,421.679,243.7059,422.4567,0.070245,0.061116,0.059552999999999995,0.070837,0.061673,0.00992,0.0,-0.009139,-0.008272999999999999,-0.008740000000000001,0.046876,0.017256999999999998,0.014950000000000001,0.014669,0.046472,0.017123,0.014828,0.014520000000000002,-0.006362,-0.002226,-0.002005,-0.0021300000000000004,119.6924,120.1154,120.1978,-0.991,-0.99,-0.989,2.42,1.9100000000000001,3.55,4.17,3.24,0.06,0.011890999999999999,26.0,2.1
12-48-16pm,50.023,243.5841,420.9892,242.6497,420.485,242.8009,421.2511,0.070202,0.061133999999999994,0.059414999999999996,0.070781,0.061701,0.0097,0.0,-0.009032,-0.008345,-0.008711,0.046792,0.017241,0.014971,0.014580000000000001,0.046391999999999996,0.01711,0.014846999999999999,0.014433999999999999,-0.00634,-0.0022,-0.002025,-0.0021149999999999997,120.1593,119.8297,120.0165,-0.991,-0.99,-0.989,2.46,1.99,3.54,4.27,3.38,0.05,0.011890999999999999,26.0,2.09
12-48-22pm,50.024,243.3552,421.7092,243.1487,420.0641,241.9512,419.949,0.07021000000000001,0.061246999999999996,0.059259,0.070796,0.061814999999999995,0.009661,0.0,-0.009087999999999999,-0.008355999999999999,-0.008698,0.046749,0.017228,0.015030000000000002,0.014490999999999999,0.046346,0.017095,0.014905,0.014345,7.280449000000001e-32,-0.002211,-0.002031,-0.002104,120.39,119.7748,119.8407,-0.991,-0.99,-0.989,2.46,1.92,3.49,4.28,3.29,0.05,0.011890999999999999,26.0,1.99
12-48-29pm,50.024,243.4653,423.5257,243.8006,418.5255,239.92680000000001,417.4902,0.070227,0.061326,0.058966,0.070812,0.061891999999999996,0.009614,0.0,-0.009084,-0.008350999999999999,-0.008598,0.046626,0.017240000000000002,0.015089,0.014296999999999999,0.046227,0.017107,0.014964,0.014155,-0.0063100000000000005,-0.002211,-0.002036,-0.002062,120.9393,119.6045,119.4617,-0.991,-0.99,-0.989,2.48,1.92,3.27,4.24,3.34,0.05,0.011890999999999999,26.0,2.01
12-48-35pm,50.021,243.6705,423.8114,243.8154,418.6559,239.9418,417.4798,0.07023599999999999,0.061312,0.058965,0.070821,0.061881,0.009701999999999999,0.0,-0.009082,-0.008376,-0.008570999999999999,0.046680000000000006,0.017277999999999998,0.015104,0.014296999999999999,0.046241,0.017123,0.014960999999999999,0.014155,-0.006312,-0.0022129999999999997,-0.002042,-0.002056,120.9998,119.61,119.3957,-0.991,-0.99,-0.989,2.49,1.96,3.3,4.26,3.35,0.04,0.011890999999999999,26.0,2.01
12-48-42pm,50.023,243.9756,424.9787,243.9046,417.0999,238.5114,416.0793,0.070322,0.061359,0.058781999999999994,0.070918,0.061925999999999995,0.009637,0.0,-0.009174999999999999,-0.008366,-0.008539,0.046572999999999996,0.017301999999999998,0.015104,0.014166999999999999,0.046171,0.017165,0.014978,0.014027,-0.0063159999999999996,-0.002238,-0.00204,-0.002036,121.3733,119.4672,119.165,-0.991,-0.99,-0.989,2.44,1.8399999999999999,3.21,4.19,3.23,0.05,0.011890999999999999,26.0,1.9300000000000002
12-48-48pm,50.022,243.8201,423.8785,243.7284,418.5818,239.9359,417.5849,0.070308,0.061298,0.058991999999999996,0.070905,0.061862999999999994,0.009714,0.0,-0.00918,-0.008343,-0.008591,0.046668999999999995,0.017287999999999998,0.015077,0.014303,0.046264,0.017151,0.014952,0.01416,7.278867000000001e-32,-0.002238,-0.002033,-0.002061,120.9943,119.6539,119.3573,-0.991,-0.99,-0.989,2.36,1.74,3.18,4.04,3.03,0.05,0.011890999999999999,26.0,1.9
12-48-54pm,50.031,243.757,421.8425,243.3461,420.9713,242.4926,420.8832,0.070274,0.061272,0.059350999999999994,0.07087399999999999,0.061835999999999995,0.009779,0.0,-0.009203,-0.008331,-0.008690000000000002,0.046868,0.017276,0.015047,0.014544999999999999,0.04646,0.017138999999999998,0.014922,0.014398999999999999,-0.006378,-0.0022429999999999998,-0.0020269999999999997,-0.002107,120.2087,119.8956,119.9011,-0.991,-0.99,-0.989,2.31,1.81,3.34,4.01,3.11,0.05,0.011890999999999999,26.0,1.96
12-49-00pm,50.038,243.4653,421.0989,243.3101,421.4081,242.5994,420.8044,0.070244,0.061232999999999996,0.059328,0.07083099999999999,0.061803,0.010058,0.0,-0.009163,-0.008371,-0.008707,0.04684000000000001,0.017259,0.015061,0.014520000000000002,0.046428,0.017123,0.014931999999999999,0.014372,-0.006378,-0.002231,-0.0020369999999999997,-0.0021089999999999998,120.1868,119.967,119.8517,-0.991,-0.99,-0.989,2.09,1.74,3.2,3.7,2.96,0.04,0.011890999999999999,26.0,1.8599999999999999
12-49-11pm,50.039,243.7059,423.244,243.9939,420.8882,241.9126,419.5936,0.070298,0.06135,0.059287,0.0709,0.061918999999999995,0.009713,0.0,-0.009217,-0.008374999999999999,-0.008655999999999999,0.046880000000000005,0.017277999999999998,0.015106999999999999,0.014494,0.046471,0.017141,0.014981,0.014348,-0.006383,-0.0022459999999999997,-0.002043,-0.002094,120.6262,119.8297,119.5496,-0.991,-0.99,-0.989,2.34,1.82,3.29,4.08,3.06,0.05,0.011890999999999999,26.0,1.92
12-49-19pm,50.041,243.5832,423.4357,244.3117,419.6285,240.1796,418.0082,0.07022199999999999,0.061416,0.059000000000000004,0.07081699999999999,0.061986,0.009800999999999999,0.0,-0.009162,-0.008388,-0.008619,0.046714,0.017249,0.015144,0.014320999999999999,0.046304,0.017113,0.015014,0.014176,7.280286000000001e-32,-0.002231,-0.002049,-0.0020700000000000002,120.6372,119.8132,119.555,-0.991,-0.99,-0.989,2.05,1.62,3.02,3.67,2.83,0.05,0.011890999999999999,26.0,1.81
12-49-26pm,50.044,243.689,421.1556,243.4548,421.4837,242.6076,421.3233,0.07027699999999999,0.061279,0.059333,0.070865,0.061847,0.010039,0.0,-0.00911,-0.008357999999999999,-0.008686,0.046873,0.017269,0.015057,0.014548,0.046467,0.017135,0.01493,0.014400999999999999,-0.006362,-0.00222,-0.002034,-0.002107,119.8682,120.0494,120.0879,-0.991,-0.99,-0.989,2.37,1.79,3.29,4.02,3.01,0.05,0.011890999999999999,26.0,1.98
12-49-32pm,50.035,243.7601,421.5423,243.7982,421.9464,242.7761,421.4838,0.07022099999999999,0.061294999999999995,0.059383,0.070815,0.061862999999999994,0.009944,0.0,-0.009157,-0.008367,-0.008698,0.046914,0.017262,0.015082,0.014570000000000001,0.046505,0.017126,0.014955,0.014423,-0.006383,-0.002232,-0.00204,-0.002111,119.8846,120.0604,120.0604,-0.991,-0.99,-0.989,2.35,1.79,3.33,4.06,3.1,0.05,0.011890999999999999,26.0,1.98
12-49-40pm,50.034,243.6893,421.0268,243.5134,421.9508,242.97,421.7131,0.070288,0.061290000000000004,0.059425,0.070877,0.061855,0.010008,0.0,-0.009115999999999999,-0.008343999999999999,-0.008726,0.046926999999999996,0.017272,0.015061999999999999,0.014593,0.046519,0.017138,0.014936,0.014443999999999999,-0.006372999999999999,-0.002221,-0.002032,-0.0021200000000000004,119.7858,120.0989,120.1208,-0.991,-0.99,-0.989,2.3,1.79,3.36,4.05,3.09,0.05,0.011890999999999999,26.0,1.96
12-49-46pm,50.036,244.0048,420.5295,243.0091,422.1773,243.5269,422.6186,0.070306,0.061203999999999995,0.059502,0.070891,0.061771,0.010116,0.0,-0.009085,-0.008348999999999999,-0.008746,0.046952999999999995,0.017297,0.01501,0.014646,0.046547,0.017165,0.014884,0.014497,-0.006375,-0.002216,-0.002028,-0.002129,119.632,120.1813,120.1923,-0.991,-0.99,-0.989,2.3,1.78,3.41,4.0,3.14,0.05,0.011890999999999999,26.0,1.98
12-49-54pm,50.032,244.1251,422.4042,243.8179,421.7112,242.3333,420.7582,0.070342,0.0613,0.059317999999999996,0.070937,0.061869,0.010098,0.0,-0.009170000000000001,-0.008367,-0.008667,0.046929,0.017317,0.015083999999999998,0.014527,0.046520000000000006,0.017181,0.014957999999999999,0.014381,7.283465e-32,-0.002238,-0.00204,-0.0021000000000000003,120.1318,120.1208,119.7528,-0.991,-0.99,-0.989,2.32,1.78,3.33,4.04,3.11,0.05,0.011890999999999999,26.0,1.92
12-50-00pm,50.031,243.6898,423.4659,244.5883,420.9537,240.7997,418.3854,0.0703,0.061450000000000005,0.059092,0.070889,0.062018,0.010053999999999999,0.0,-0.009125,-0.008374,-0.0086,0.046821999999999996,0.017275,0.015168,0.014379,0.046418,0.017140000000000002,0.015042,0.014235,-0.006343,-0.0022229999999999997,-0.002048,-0.002071,120.4944,120.0714,119.4397,-0.991,-0.99,-0.989,2.4,1.79,3.26,4.17,3.07,0.05,0.011890999999999999,27.0,1.9300000000000002
12-50-13pm,50.024,243.4816,423.5784,244.5556,420.4328,240.3638,417.623,0.070256,0.061417,0.059054999999999996,0.070847,0.061987,0.009984999999999999,0.0,-0.009132,-0.008383999999999999,-0.008583,0.046751999999999995,0.01725,0.015158999999999999,0.014343999999999999,0.046348,0.017114,0.015031999999999998,0.014201,-0.006337,-0.0022229999999999997,-0.00205,-0.0020629999999999997,120.6482,120.0165,119.3408,-0.991,-0.99,-0.989,2.36,1.79,3.16,4.06,3.1,0.04,0.011890999999999999,27.0,1.9
12-50-20pm,50.012,243.7507,423.2859,244.2968,420.5541,240.9162,418.7675,0.07031000000000001,0.061449,0.059116999999999996,0.070907,0.062018,0.009930999999999999,0.0,-0.009178,-0.008383,-0.008636999999999999,0.046827,0.017283,0.015151,0.014393,0.046417,0.017145999999999998,0.015021999999999999,0.014247999999999999,-0.006366,-0.002237,-0.002048,-0.0020800000000000003,120.5054,119.9561,119.5441,-0.991,-0.99,-0.989,2.22,1.72,3.08,3.7199999999999998,2.9,0.04,0.011890999999999999,27.0,1.8399999999999999
12-50-26pm,50.011,244.0662,424.607,244.5444,419.9142,240.7131,418.7111,0.070385,0.061450000000000005,0.059086,0.070982,0.062021,0.009720000000000001,0.0,-0.009182,-0.008398,-0.008597,0.046862999999999995,0.017324,0.015167,0.014372,0.046457,0.017187,0.015038999999999999,0.014228999999999999,-0.006364,-0.002241,-0.0020529999999999997,-0.002069,120.8954,119.6374,119.4726,-0.991,-0.99,-0.989,2.41,1.9,3.23,4.19,3.14,0.05,0.011890999999999999,27.0,1.9300000000000002
12-50-32pm,50.001,244.197,423.63,243.8561,420.4242,241.852,420.18,0.070312,0.061334,0.059224,0.070905,0.061897999999999995,0.009625,0.0,-0.00915,-0.008342,-0.008660000000000001,0.046883999999999995,0.017314,0.015094,0.014475,0.046478,0.017179,0.014967999999999999,0.01433,-0.006363,-0.002234,-0.002034,-0.002094,120.6647,119.6924,119.6484,-0.991,-0.99,-0.989,2.34,1.87,3.33,4.11,3.11,0.05,0.011890999999999999,27.0,1.98
12-50-44pm,49.987,243.786,423.4744,243.9924,420.5179,241.6448,419.4065,0.070278,0.061413999999999996,0.059191,0.070871,0.061979,0.009623,0.0,-0.009143,-0.008350999999999999,-0.008669,0.046854,0.017277,0.015122,0.014454999999999999,0.046444,0.017141,0.014993,0.014308999999999999,-0.0063609999999999995,-0.002229,-0.0020369999999999997,-0.002094,120.7031,119.7638,119.5386,-0.991,-0.99,-0.989,2.04,1.71,3.15,3.45,2.92,0.04,0.011890999999999999,27.0,1.88
12-50-50pm,49.989,243.84,422.375,243.6896,420.9197,242.2483,420.7192,0.070316,0.061318,0.059305,0.07091599999999999,0.061887,0.009821,0.0,-0.009203,-0.008371,-0.008657999999999999,0.046890999999999995,0.017292,0.015080999999999999,0.014518,0.046483,0.017155,0.014953999999999999,0.014372999999999999,-0.0063809999999999995,-0.002244,-0.00204,-0.002097,120.2856,119.8297,119.8901,-0.991,-0.99,-0.989,2.32,1.87,3.3,4.07,3.16,0.05,0.011890999999999999,27.0,1.98
12-50-55pm,49.983,243.4775,422.6414,244.1944,421.1844,242.072,420.1304,0.070237,0.061402,0.059309,0.070837,0.061966999999999994,0.009651,0.0,-0.009205,-0.008348999999999999,-0.008667,0.046888,0.017247,0.015132,0.014509,0.04648,0.01711,0.015005,0.014364,-0.006378,-0.002241,-0.002038,-0.002098,120.3516,119.8242,119.8297,-0.991,-0.99,-0.989,2.3,1.87,3.35,4.06,3.17,0.05,0.011890999999999999,27.0,1.9500000000000002
12-51-01pm,49.986,243.3223,423.392,244.425,420.2286,240.6438,417.9964,0.07021000000000001,0.061429,0.059094999999999995,0.070808,0.061994,0.009741999999999999,0.0,-0.00918,-0.008348,-0.008588,0.046751,0.017228999999999998,0.015153,0.01437,0.046342,0.017091,0.015024,0.014225999999999999,-0.006340999999999999,-0.0022329999999999997,-0.00204,-0.0020659999999999997,120.6757,119.8627,119.4672,-0.991,-0.99,-0.989,2.09,1.7000000000000002,3.04,3.66,2.94,0.04,0.011890999999999999,27.0,1.79
12-51-13pm,49.988,243.5966,423.4475,244.1925,420.0888,240.8417,418.4944,0.070274,0.061413999999999996,0.059113,0.070867,0.061982999999999996,0.009748,0.0,-0.009153999999999999,-0.008376999999999999,-0.008638,0.046786,0.017263,0.015135,0.014388,0.046377999999999996,0.017126,0.015007999999999999,0.014242999999999999,-0.006356,-0.00223,-0.002045,-0.0020800000000000003,120.6867,119.8077,119.5111,-0.991,-0.99,-0.989,2.2800000000000002,1.81,3.17,3.9,2.98,0.04,0.011890999999999999,27.0,1.92
12-51-27pm,49.99,243.9606,422.5166,243.922,421.8641,243.0246,421.5879,0.070339,0.061383999999999994,0.05945,0.070934,0.061946999999999995,0.00969,0.0,-0.009165999999999999,-0.00833,-0.008725,0.047016999999999996,0.017283,0.015109,0.014624999999999999,0.046610000000000006,0.017169,0.014985,0.014476999999999999,-0.006382,-0.002224,-0.00203,-0.002127,120.1373,119.8682,120.0,-0.991,-0.99,-0.989,2.36,1.8599999999999999,3.27,4.09,3.16,0.05,0.011890999999999999,27.0,1.8900000000000001
12-51-33pm,49.993,243.6998,420.8273,243.195,422.1942,243.8946,422.7402,0.070242,0.061205999999999997,0.05954,0.07083,0.061771,0.009776,0.0,-0.009108,-0.008336,-0.008768999999999999,0.046960999999999996,0.017261,0.015021999999999999,0.014678,0.046553,0.017127,0.014896,0.014528,-0.006385,-0.002219,-0.0020269999999999997,-0.0021379999999999997,119.8187,119.967,120.2197,-0.991,-0.99,-0.989,2.31,1.8399999999999999,3.39,4.03,3.16,0.05,0.011890999999999999,27.0,1.97
12-51-42pm,49.988,243.5924,421.7279,243.5074,421.3017,242.9982,421.5373,0.070227,0.061269,0.059418,0.070826,0.061833,0.009609,0.0,-0.009186,-0.008329,-0.008707,0.046901,0.017252,0.015056,0.014591999999999999,0.046493,0.017116,0.014931,0.014445,-0.0063809999999999995,-0.002237,-0.002028,-0.0021149999999999997,120.1538,119.7858,120.0659,-0.991,-0.99,-0.989,2.3,1.8599999999999999,3.36,4.06,3.19,0.05,0.011890999999999999,27.0,1.98
12-51-57pm,49.987,243.6345,421.7762,243.9028,422.407,243.2012,421.491,0.070295,0.06137000000000001,0.059461,0.070891,0.061935,0.009871999999999999,0.0,-0.009174,-0.008347,-0.008714999999999999,0.046992,0.017270999999999998,0.015106,0.014615,0.046583,0.017135,0.014980000000000002,0.014468,-0.006390000000000001,-0.002235,-0.002036,-0.002119,120.0,120.0604,119.9451,-0.991,-0.99,-0.989,2.33,1.85,3.33,4.04,3.17,0.05,0.011890999999999999,27.0,1.96
12-52-03pm,49.993,243.561,422.3634,244.0376,422.1616,242.6148,420.2395,0.07027,0.061390999999999994,0.059366999999999996,0.070864,0.061953999999999995,0.009873999999999999,0.0,-0.009152,-0.008334,-0.008704,0.046935,0.017259,0.015118999999999999,0.014556999999999999,0.046528,0.017124,0.014993,0.014410000000000001,-0.0063739999999999995,-0.002229,-0.002033,-0.002111,120.2527,120.1263,119.6265,-0.991,-0.99,-0.989,2.33,1.8599999999999999,3.34,4.05,3.19,0.05,0.011890999999999999,27.0,1.99
12-52-11pm,49.992,243.5118,423.0969,244.4503,421.6939,241.7524,419.1123,0.070271,0.061425,0.059205,0.070861,0.061994999999999995,0.009956,0.0,-0.009124,-0.008392,-0.00867,0.046897999999999995,0.017259,0.015160000000000002,0.014480000000000002,0.046465,0.01712,0.015025,0.014319,-0.0063809999999999995,-0.002222,-0.002051,-0.0020959999999999998,120.4779,120.0165,119.5111,-0.991,-0.99,-0.989,2.18,1.77,3.22,3.7800000000000002,3.02,0.05,0.011890999999999999,27.0,1.92
12-52-18pm,49.994,243.9198,424.3623,244.6931,420.6082,240.9397,418.6574,0.070348,0.061499,0.05913,0.07094099999999999,0.062067,0.009759,0.0,-0.009155,-0.00838,-0.008631,0.046888,0.017304,0.015186999999999999,0.014397,0.046481999999999996,0.017168,0.01506,0.014253,-0.006363,-0.0022329999999999997,-0.00205,-0.002079,120.78,119.8077,119.4177,-0.991,-0.99,-0.989,2.32,1.8599999999999999,3.22,3.94,3.17,0.05,0.011890999999999999,27.0,1.92
12-52-24pm,49.991,244.1298,423.1849,244.368,422.0506,242.5558,420.9874,0.07034699999999999,0.061389,0.059351999999999995,0.07094299999999999,0.061959,0.009885999999999999,0.0,-0.009177,-0.008383,-0.008688999999999999,0.047008999999999995,0.017318999999999998,0.01514,0.014549,0.046598999999999995,0.017182,0.015012999999999999,0.014402,-0.006396,-0.0022400000000000002,-0.002048,-0.002107,120.2747,119.9615,119.7693,-0.991,-0.99,-0.989,2.33,1.81,3.33,4.06,3.08,0.05,0.011890999999999999,27.0,1.92
12-52-35pm,49.994,244.308,422.7382,243.8605,422.1042,243.3607,422.2035,0.07034599999999999,0.061288999999999996,0.059466,0.07094,0.061855,0.009752,0.0,-0.009164,-0.008350999999999999,-0.008723999999999999,0.047014,0.017320000000000002,0.015083999999999998,0.014610000000000001,0.046605,0.017183999999999998,0.014957999999999999,0.014462,-0.006401,-0.002247,-0.002031,-0.0021219999999999998,120.1758,119.9341,119.8956,-0.991,-0.99,-0.989,2.3,1.82,3.38,3.98,3.13,0.05,0.011892,27.0,2.02
12-52-41pm,49.995,243.9639,422.4738,243.8601,422.1287,243.3691,421.861,0.0703,0.061361,0.059514,0.070895,0.061923,0.009600000000000001,0.0,-0.009165,-0.008322,-0.008753,0.047028,0.017311,0.015090999999999999,0.014626,0.046625,0.01716,0.014974,0.014490000000000001,7.284544000000001e-32,-0.0022359999999999997,-0.002032,-0.002126,120.2362,119.9011,119.8682,-0.991,-0.99,-0.989,2.18,1.78,3.36,3.84,3.05,0.05,0.011892,27.0,1.9300000000000002
12-52-47pm,49.995,244.2444,423.5757,244.4544,421.7956,242.2224,420.6236,0.070353,0.061412999999999995,0.059323,0.070953,0.06198000000000001,0.009854,0.0,-0.009212999999999999,-0.008368,-0.008669,0.047001999999999995,0.01733,0.015151,0.014522,0.046592999999999996,0.017192,0.015024,0.014376,-0.006396,-0.0022500000000000003,-0.002045,-0.0021000000000000003,120.3735,119.9451,119.6869,-0.991,-0.99,-0.989,2.36,1.82,3.32,4.07,3.12,0.05,0.011892,27.0,1.92
12-52-53pm,49.999,243.8166,423.9947,244.774,421.7199,241.7611,419.2933,0.070323,0.061493,0.05929,0.07092000000000001,0.062057999999999995,0.009788999999999999,0.0,-0.009182,-0.008355,-0.008627,0.046966,0.017291,0.01519,0.014485,0.046561,0.017155,0.015064,0.014341,-0.006370000000000001,-0.002238,-0.002045,-0.002085,120.6152,119.967,119.4232,-0.991,-0.99,-0.989,2.43,1.8399999999999999,3.2800000000000002,4.18,3.18,0.05,0.011892,27.0,1.92
